,total_voxels,left_1,right_1,left_2,right_2,left_3,right_3,left_4,right_4,left_5,right_5,left_6,right_6,left_7,right_7,left_8,right_8,left_9,right_9,left_10,right_10,left_11,right_11,left_12,right_12
s0923,59957,1717,1649,2138,1881,2155,2045,2810,2615,3040,3125,3701,3887,3681,3859,3179,3370,3036,3130,2598,2643,1429,1308,457,504
s0528,82099,1199,996,1305,1794,2797,2653,6724,3167,7692,3109,8849,2962,9349,2232,7902,2291,6135,2250,4047,2217,1280,1148,1,0
s1124,122252,3265,3253,4061,3800,4234,3644,5386,5635,5966,6533,6679,7039,8170,7741,5716,6304,5309,5593,5586,5859,4001,4056,1953,2469
s0613,128190,3515,3498,4296,4376,4830,4846,6534,6226,6808,7487,7816,7326,8270,8311,7391,7700,6302,6606,4441,4597,2703,2257,1071,983
s0937,42900,0,0,0,0,0,0,0,0,0,0,1213,72,2855,1929,3247,2709,4833,3756,5551,5269,4505,4238,794,1929
s0753,111023,3211,2698,3211,3232,3580,3514,5060,5597,6037,6171,6882,6885,8384,7635,7269,6612,5210,5546,4249,3855,2202,2211,875,897
s0196,82175,1880,1737,2142,2445,3061,3415,4177,4121,4559,4743,5560,5772,5535,6009,5074,4956,3999,4180,2605,2651,1515,1731,197,111
s0039,44203,0,0,0,0,0,0,0,0,1265,1253,2528,2276,3765,3852,4351,4770,4634,4815,3078,2975,1864,1691,563,523
s1245,85233,3741,3208,3243,3164,3611,3501,4775,4348,4408,4736,5221,4657,5278,4982,4210,4458,4064,3926,2690,2783,1555,1729,413,532
s0749,48663,0,0,0,0,0,0,0,0,0,0,1282,1458,3226,3209,3058,3508,4672,5214,5610,5347,3806,3963,2141,2169
s0449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1101,90675,2485,2891,3236,3717,3440,3952,4439,4919,4810,5468,5511,6120,5718,5858,4116,4793,4347,4080,3246,3353,1519,1908,482,267
s0736,31228,1397,1967,1900,1923,4064,2020,8272,1625,4483,299,2215,3,574,0,338,0,102,0,46,0,0,0,0,0
s0295,6217,2114,1794,803,771,453,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1185,13988,2554,1443,2292,2066,1095,1051,1045,1225,239,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0171,72592,2173,2414,2381,2569,2606,2815,3336,3503,3848,4082,4855,5036,4431,4681,3445,3900,3663,3704,2639,2443,1701,1758,443,166
s0431,141357,2703,2469,4004,4474,5407,5758,6348,6009,7471,7907,9102,8599,9877,8895,7676,8484,7187,6764,5573,5642,3966,4091,1470,1481
s0590,25835,0,0,0,0,0,0,0,0,0,0,407,0,1264,1253,1393,1350,1755,1800,2783,2792,3749,3536,2023,1730
s0478,20662,1500,2296,2616,2777,2177,2125,1832,1522,1450,1221,718,428,0,0,0,0,0,0,0,0,0,0,0,0
s1288,68841,0,0,0,0,534,228,1527,960,2440,1954,4239,3193,6694,6324,5922,6208,5126,5713,3901,4229,3451,3012,1727,1459
s0287,131330,237,700,820,2328,4281,4103,5835,6200,6486,6653,8040,7894,8874,8721,7980,7943,7264,7584,6720,6737,5104,5053,2678,3095
s0437,125651,2878,2757,3531,3403,4304,4086,6503,6261,8119,7932,8811,8473,9039,9046,7609,7948,6141,6237,4209,4066,1844,1805,304,345
s0090,23863,0,0,0,0,0,0,0,0,0,0,720,544,1349,1114,1402,1466,2220,2029,3036,3098,2239,2183,1096,1367
s0130,2055,285,627,397,488,82,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0797,108894,2698,3028,3236,3447,4237,4259,5647,6063,6586,6802,6573,6908,6491,6984,5446,6240,5019,5600,3923,3586,2510,2192,613,806
s0161,27310,0,0,0,0,0,0,0,0,0,0,0,0,81,1053,1410,1814,1882,2636,2724,3465,3956,3935,2169,2185
s1358,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,303,0,10
s0257,21040,0,0,0,0,0,0,0,0,4,122,4,1069,1016,1377,1281,1644,2563,2821,2973,2278,1644,1638,454,152
s0896,60044,1363,1418,2317,2116,2792,2849,3356,3478,3101,3433,3435,3646,3293,3414,3149,2939,2699,2751,2186,2223,1586,1388,374,738
s0915,137240,2932,2894,4170,4262,5086,5368,7252,6735,7343,8329,8071,8360,7930,8510,6824,7422,6834,6860,5617,5533,3882,3896,1538,1592
s0907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1199,117403,3052,2983,4064,3492,4455,4346,5750,5848,6583,6178,7113,6635,7968,7059,6701,6680,6447,5547,4477,4702,2654,2519,1158,992
s1022,123628,4595,3598,4399,4512,4964,5477,5973,6204,6573,7146,7091,6907,8623,7908,6766,7059,6162,6157,4772,4223,2580,1075,25,839
s0335,1133,0,0,0,0,2,0,199,0,457,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0
s0506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1262,83563,2876,2118,2585,2703,2925,2766,3543,3466,4453,4522,5094,4924,5489,5444,4528,4618,3971,3783,3415,3465,2473,2540,876,986
s0071,101349,2461,2223,3137,2978,3460,3630,4399,4660,5075,5249,5689,5716,6450,6308,6063,5577,5062,4897,4441,4002,3163,3140,1817,1752
s0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1169,10105,1979,2213,1907,1716,883,692,397,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1386,65416,0,0,0,0,0,0,0,0,0,0,2173,2651,4746,5207,5308,5928,7130,7228,6702,6254,4497,3597,1801,2194
s0359,7920,1431,1583,1466,1983,541,791,24,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0232,36325,0,0,0,0,0,0,0,0,3,16,1245,1472,1741,2341,2739,2814,4410,3870,4144,4353,2605,2713,845,1014
s0289,17998,1894,1753,2387,2487,1832,1759,1317,1573,1268,1348,287,93,0,0,0,0,0,0,0,0,0,0,0,0
s1293,37806,0,0,0,0,0,0,0,0,0,0,841,879,1990,2417,3178,3771,5475,5739,4123,4198,2268,2378,132,417
s0230,112208,1990,2492,3849,4307,4707,5190,5477,5936,6642,6801,8081,7790,7192,7169,6164,6050,5079,5398,3412,3612,2078,1782,632,378
s0502,122896,3490,3866,4098,4324,4453,5185,5831,6506,6701,6443,6979,7505,7935,7416,6344,6416,5980,5541,4922,4958,2713,2786,1270,1234
s0332,134223,5710,5157,4071,3788,4540,5034,5935,5693,6844,6639,8262,7526,8401,7705,7791,7195,6432,6515,6082,5939,3393,3008,1334,1229
s0657,163233,5839,5973,6749,7360,7971,8474,9002,8889,10169,10358,12000,11312,9686,10437,6032,7126,4002,4767,3291,4997,2287,3446,1600,1466
s0858,27552,0,34,401,626,1742,287,3248,526,5127,1032,5442,256,3979,4,1855,0,1494,0,1302,3,161,33,0,0
s0833,106414,2612,2729,3710,3844,4043,4267,5484,5572,6192,6310,6838,7609,6624,7518,5267,6147,4618,5035,3496,3355,1905,2078,888,273
s0211,18070,0,0,0,0,0,0,0,0,0,0,0,0,1025,917,1569,1481,2143,1888,2454,2433,1824,1970,101,265
s0178,48783,0,0,0,0,0,0,0,0,0,0,906,552,2730,1948,4043,3214,5613,5069,5499,5740,4056,4765,2328,2320
s1333,6508,0,0,0,0,0,387,758,36,1345,0,1891,0,1331,0,461,0,299,0,0,0,0,0,0,0
s0189,145750,4368,4302,5563,5316,6782,6561,6806,7031,8388,7708,8366,9055,9167,8837,7701,7854,6255,6986,5293,5227,3384,3450,630,720
s0458,51313,0,0,0,0,0,0,0,9,819,1732,2066,3101,3032,5126,4998,4121,4706,4809,3761,6273,2441,2492,855,972
s1130,43559,0,0,0,0,0,0,0,0,0,0,1182,949,2187,2182,2957,2935,5107,4164,5781,5286,4151,3187,1937,1554
s1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0507,109362,3923,3936,3658,3715,4487,4832,5712,5373,6112,6152,7319,7006,7135,6480,6501,5553,5021,4812,3953,3849,1945,1885,3,0
s1127,97445,4021,2845,3216,3312,3422,3696,4294,4279,4737,4860,5447,5238,5983,5945,5674,5487,4643,4453,3844,3775,2597,2880,1441,1356
s0700,22737,2244,1830,869,1716,886,738,740,721,797,1006,733,1012,733,996,749,939,719,1096,657,996,575,990,492,503
s0368,1176,0,0,0,0,0,0,500,0,504,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0
s0010,45748,0,0,0,0,0,0,0,0,51,0,1696,970,2897,2265,3873,3133,5871,5834,5167,4823,3313,3275,1211,1369
s0459,124252,3674,3273,4595,4577,5240,5270,6090,6273,6858,7278,7674,7461,8057,7474,6895,6933,5598,5709,4102,3835,3055,2948,787,596
s0356,68,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0695,103085,4437,1921,4097,4305,3739,4057,4854,5217,5294,6718,7751,7626,7345,6850,5812,5514,5509,4932,2934,2376,948,849,0,0
s1371,126802,4477,3779,4207,3834,5313,4397,6650,5757,7268,6792,7768,6671,7700,7092,6266,6434,6216,6166,5867,5434,3351,3095,1155,1113
s0193,19479,0,0,0,0,0,0,0,0,0,0,940,638,1312,1175,1488,1297,1770,1802,2580,2094,2178,1750,210,245
s0243,36665,0,0,0,0,0,0,0,0,0,0,982,942,2548,2436,2742,2612,3238,2993,4864,4512,2845,2827,1327,1797
s0223,99855,2662,2395,2655,2773,3736,3242,4810,4929,6123,5789,6639,5962,6892,6155,5542,5881,5030,4858,4356,4060,1935,2184,516,731
s1063,78523,1796,2040,2193,2342,2666,2558,3335,3567,4676,4350,4816,4982,5053,5070,4031,4213,3470,3680,3138,2970,2721,2692,1092,1072
s0315,144845,4888,5225,4647,4548,4850,5418,6121,6773,7841,8539,9461,8989,9428,9648,7306,7269,7766,7222,5473,5338,3043,2756,1209,1087
s0181,25467,1002,931,2399,2102,2433,2692,2187,2462,1791,2289,1645,1815,863,856,0,0,0,0,0,0,0,0,0,0
s0393,112665,2482,3039,3808,4265,4352,4382,5142,5781,5705,6612,6805,7190,7357,7517,6485,6874,4581,5492,3211,4341,2725,2283,1435,801
s0373,68784,1976,2000,2408,2143,3118,2918,4061,3874,4576,4662,5674,5564,3824,5122,2900,3340,2444,2034,1809,1626,1181,981,448,101
s1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1195,21592,2519,3133,3036,3101,2376,2325,1989,1962,520,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0616,111913,3868,4831,3252,2998,4213,4768,5408,5122,6256,6919,7195,8311,7431,7278,6196,6050,4687,4818,3172,3273,2304,2192,750,621
s0481,100048,1216,1250,4959,5275,4511,4834,5315,5519,5977,6338,6647,6885,6581,7139,5546,5271,3988,3882,3114,2765,1893,1017,126,0
s1113,22015,3017,3591,2926,2791,2034,2039,1784,1703,1134,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0978,109303,4292,3165,2971,3060,4320,4244,4951,5393,6530,6807,6840,7241,7171,7422,5997,6349,5128,5562,3648,3752,1662,1772,520,506
s1278,147777,3562,4153,4390,4674,5192,5429,6198,6914,7453,7279,8578,7891,8096,9398,7894,8498,7428,7178,6385,6618,5234,4825,2260,2250
s0980,10442,0,0,0,0,441,254,1108,268,2256,54,2782,441,1287,119,790,8,507,0,109,0,6,12,0,0
s0897,71822,2597,2630,2519,2509,3559,3227,3783,3667,2567,4018,3795,4344,4322,3623,3895,2545,4209,3297,3313,3738,1671,1631,201,162
s1216,53630,0,0,0,0,0,0,63,0,1594,1194,3139,2766,4589,6063,5208,5740,4893,5239,3871,4068,2130,1798,667,608
s0987,6916,978,513,1224,600,1092,341,1087,9,941,47,81,1,0,0,0,0,0,0,0,0,0,0,2,0
s0252,17086,0,0,0,0,0,0,0,0,411,222,963,784,631,453,811,792,1339,1305,1909,1994,1691,1656,1084,1041
s0895,12277,0,0,0,0,0,0,0,0,0,0,0,0,7,0,792,702,912,954,1423,1468,1434,1627,1431,1527
s0068,2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,470,676,806
s1295,16394,1705,1714,2639,2771,2206,2069,1707,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1131,32695,0,0,0,0,0,0,0,0,0,23,303,64,1455,1249,2063,2746,4364,4946,3833,3854,2388,2306,1459,1642
s1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1162,80864,2230,2051,2606,2580,3383,3465,4235,4502,4600,5057,5226,5559,5208,4496,4150,3550,3861,4375,2983,3258,1513,1228,424,324
s0096,57455,0,0,0,0,0,0,0,0,0,0,944,2205,3086,3557,3997,4989,4911,6875,6788,6551,4584,4355,2374,2239
s0954,140573,4222,3288,4777,4585,5658,5835,7241,7885,7818,8058,8978,8981,8806,9185,7351,7885,5937,6038,4714,5224,2820,2902,1220,1165
s0516,161463,3621,3624,4904,4593,6022,6301,7782,8008,8756,9166,9340,9693,10015,10365,8889,9220,7509,8177,6002,6801,4303,4067,2250,2055
s0165,26583,0,0,0,0,0,0,0,0,445,93,1111,993,1723,1407,2357,2793,3221,3368,2758,2628,1550,1058,598,480
s0837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0424,34200,3250,3228,3657,1044,3761,731,4207,431,3901,35,4619,0,2830,0,1454,0,1051,0,1,0,0,0,0,0
s0684,62817,0,0,110,368,3135,3232,5790,5735,6675,7342,6278,7619,3796,6233,1182,2948,871,1503,0,0,0,0,0,0
s1183,80619,0,0,0,0,0,0,359,355,2460,2371,4681,4574,7348,6675,7654,7508,6151,6607,5191,5514,4799,4304,2018,2050
s0428,52400,0,0,0,0,0,0,0,0,182,1547,2744,3237,4639,5686,6117,5723,5083,4908,3909,3623,2199,1917,460,426
s0641,91681,2058,1958,2744,3196,3332,3677,4041,4392,4675,4966,5155,5845,7014,6183,4858,4811,4520,4369,3416,3310,3429,2053,790,889
s1060,121105,4427,4035,4316,4518,5158,5409,5924,6382,6352,6489,7328,7532,7389,7341,6440,6714,6164,6028,4062,4243,2453,2290,0,111
s0133,35087,0,0,0,0,0,0,0,0,0,0,1195,858,2169,2006,2515,2475,3389,3838,4547,4897,2488,2754,1109,847
s0953,11784,1514,2193,2139,1933,1499,1117,1115,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0737,68736,1908,1705,2526,2507,2597,2415,3061,3375,3883,3706,4515,4199,4450,4322,3704,4038,3614,3225,2476,2286,1670,1272,619,663
s0131,17806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,805,1641,1399,2401,2252,2760,2718,1391,1400
s0086,109075,2497,2473,3261,3553,4023,3157,4298,4854,5375,5399,6303,6444,6582,7332,6909,6352,5737,5633,4081,4687,3008,3435,1937,1745
s1362,168756,5256,4262,5495,5108,7073,6069,8461,7914,9813,9553,10985,10590,11656,10805,9316,9583,8018,7669,5540,5905,3384,3800,1145,1356
s0565,146426,4356,4769,4157,4260,4787,4824,7087,6570,8117,8874,8998,8537,10279,9881,7977,7871,7362,8048,6161,6065,2875,2761,1028,782
s0648,90504,2363,2162,2815,2720,3118,3298,4177,4162,4165,4579,5408,5337,6119,5770,4844,4856,4495,4750,4428,3628,2686,2610,1071,943
s0151,19016,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,613,993,169,2651,2012,4426,3716,1895,2503
s1147,1534,0,279,48,296,102,180,29,212,31,173,24,160,0,0,0,0,0,0,0,0,0,0,0,0
s1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1083,93675,3877,4149,3237,3361,3964,4459,4718,5119,5352,5589,6227,6927,6018,6635,4854,5119,3928,4321,2591,2222,737,271,0,0
s1025,7092,44,0,658,293,1821,158,1690,27,1444,21,839,0,97,0,0,0,0,0,0,0,0,0,0,0
s1346,34850,0,0,0,0,0,0,0,0,0,0,593,288,2559,1476,3288,1878,2624,2410,4196,5689,3300,4188,906,1455
s0531,73501,2551,2286,2272,2223,3060,3186,3686,4171,3964,4468,4888,4822,4791,5481,3745,4126,3407,3282,2319,2214,1266,1169,2,122
s0305,50752,0,0,0,0,0,0,0,0,942,0,2817,1849,4011,3679,5188,5079,5644,6237,4268,4392,2839,2434,788,585
s0614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0482,72006,1709,1777,2485,2657,2480,2578,3451,3488,3685,3921,5169,5529,4283,4681,3801,4365,3380,3922,2751,2684,1300,1180,451,279
s0949,14635,3851,3000,1779,742,933,716,941,722,1040,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0794,108853,3167,3331,3575,3126,3807,3640,4268,4866,5727,5479,6661,6331,7124,6791,6015,6361,5559,5832,4533,5128,2800,3018,813,901
s1155,95784,4182,3118,3274,3344,3818,3634,4578,4941,5199,5886,6033,5629,5982,6362,4846,5165,4990,4839,3084,3222,1413,1273,568,404
s0519,119198,3367,4216,3859,4129,4966,5231,5671,5838,6104,6370,7379,7867,8249,7777,6126,6886,5925,5503,4082,4168,2140,2509,449,387
s0707,36357,0,0,0,0,0,0,0,0,71,0,1838,1034,2879,1687,2664,2544,3075,3532,4919,5132,3217,3288,279,198
s0328,39996,0,0,0,0,0,0,0,0,0,0,138,8,1888,1548,2899,2573,3801,3659,5856,4831,4479,4041,2347,1928
s0258,33006,0,0,0,0,0,0,0,0,0,0,1570,1138,2701,2412,2387,2549,3757,3613,3343,3272,2208,2018,885,1153
s1389,28898,0,0,0,0,0,0,0,0,25,111,415,1332,1404,1798,1137,2103,1930,3203,4398,4274,2404,2546,910,908
s0517,172349,5565,5164,6235,6058,7864,6964,9876,9141,10425,10943,11948,10558,11476,11608,9509,8837,7491,7157,4802,4398,2365,2331,933,701
s0829,77754,2492,2731,2723,2793,3486,3606,3990,4487,4520,4919,4658,4875,4924,5008,4276,4257,3300,3248,2063,2389,1324,1172,244,269
s0235,19574,0,0,0,0,0,0,0,0,0,0,137,298,1246,1028,1161,1196,2210,1998,2809,2833,1704,1618,687,649
s0388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0723,87738,2001,1950,2651,2786,2833,2679,3398,3629,3765,4823,5625,5715,6087,6697,4331,4636,4047,4164,3945,3940,2655,2411,1467,1503
s0340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0160,40277,0,0,0,0,0,0,0,0,45,8,1445,1269,3075,3520,4720,5524,5231,4963,3258,3580,1507,1503,299,330
s0167,17351,1798,2001,2507,2709,2023,1942,1625,1497,788,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1277,91820,1742,2478,3264,4030,4804,4649,5931,5620,6336,6723,6938,7364,5778,6455,4075,4462,3221,3361,2165,2091,172,161,0,0
s0012,44826,0,0,0,0,0,0,199,398,1023,1222,1689,1858,3023,3514,2928,3760,4424,5039,3942,3913,2327,2753,1432,1382
s0537,25230,2925,3107,3518,3707,2402,2574,1927,2415,906,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0405,88099,1506,2129,2741,3348,3130,3557,4287,4702,5425,5711,6312,6643,6381,6208,4865,5166,3826,4164,2637,2675,1359,1064,103,160
s1248,89012,3020,2257,3320,3219,3201,3770,4434,4499,4335,5805,5516,6498,6137,5793,4661,5195,4073,4418,2466,2884,457,1827,1227,0
s0717,157152,4360,4272,5677,5436,6611,7082,7847,8560,9056,9314,10090,10186,9889,9974,8403,8463,6998,7493,4638,5240,2592,2761,1120,1090
s0107,29991,0,0,0,0,0,0,0,0,658,734,1501,1675,2242,2198,2416,3052,2846,2829,2134,2433,1726,1936,973,638
s1340,138406,3275,3396,3920,3883,4661,4798,5890,5988,7318,7469,7684,8405,9243,8702,8229,8104,7269,6941,6091,6065,3955,3427,1967,1726
s0169,5593,1715,1052,484,431,423,393,381,338,11,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0696,133977,3993,3890,3977,4309,4858,5409,6708,6499,7715,8015,8177,8194,9424,8912,7123,7964,6158,7254,4651,4881,2323,2250,782,511
s0573,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,17
s0321,44739,0,0,0,0,0,0,0,0,1361,1042,2306,2587,2901,4105,4078,4354,4037,4069,3387,3684,2356,2197,1135,1140
s0960,30725,3834,3653,4318,4099,3363,2972,2679,2425,1795,1575,12,0,0,0,0,0,0,0,0,0,0,0,0,0
s0675,102573,2740,2679,3668,3620,3932,4034,4512,4135,5396,5484,6553,5890,6386,6194,5862,6004,5258,5341,4395,4117,2755,2069,934,615
s0875,17138,3200,3412,3617,4139,1819,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0679,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,349,234,328,284,322,411,290
s0848,60224,0,0,0,0,0,0,583,750,2521,2245,5045,3410,5610,6156,6200,6193,4884,5468,3626,4236,1698,1560,33,6
s0345,121645,4915,4374,3669,3453,4147,4219,5835,5367,6051,6192,7409,8123,8338,8703,6587,6803,5974,6685,3888,4555,2757,2337,603,661
s0170,42204,4001,3455,4310,4442,4873,3823,4319,2846,3706,3319,925,2185,0,0,0,0,0,0,0,0,0,0,0,0
s1307,121253,0,0,0,0,4,69,887,11,5396,2977,8082,7976,11550,11133,9420,10077,9115,9368,8093,8209,6047,6858,2938,3043
s1264,81471,2457,2640,2650,2588,2581,2910,3424,3704,4465,4725,5082,4895,5359,5822,5272,5083,4220,4045,2569,2611,1792,1616,546,415
s0577,42202,0,0,0,0,0,0,0,0,0,0,785,920,2284,2800,5369,6043,5810,5048,4123,4017,2253,2139,314,297
s0501,3340,967,439,325,353,171,247,151,197,236,245,9,0,0,0,0,0,0,0,0,0,0,0,0,0
s0862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0367,92886,2227,3211,3118,3719,3477,3926,4535,4906,5132,5521,5493,6523,6475,6434,4849,5126,4071,4493,2865,3313,1332,1602,270,268
s0336,18462,971,417,1002,174,1811,57,2972,0,3621,0,3380,0,2845,0,847,0,365,0,0,0,0,0,0,0
s1275,10605,2277,1959,2035,1945,1322,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0913,119441,2759,3158,3748,3635,5268,5060,5748,6028,7148,7252,7889,7550,6772,4917,6613,5035,5501,5974,4384,5863,2966,3396,1469,1308
s0608,52531,1234,948,2346,1409,5799,2202,5790,1772,6574,322,7758,24,7061,0,5179,0,3231,0,881,0,0,0,1,0
s0254,25825,4067,4408,3647,3837,2788,2633,2302,1695,386,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1017,39730,2585,3097,1098,2682,625,2680,633,3325,768,3621,852,3141,959,2715,925,2391,819,2304,794,1834,713,1045,0,124
s0261,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,23,645,585,499,501,196,200
s0918,154363,3818,3680,4801,4977,7064,6533,8139,8174,7563,9006,10284,9938,10173,10039,8171,8585,7068,7357,5481,5640,3338,3199,447,888
s0260,31522,0,0,0,0,0,0,0,0,117,37,1341,1229,2004,1878,2157,1652,2978,2522,4135,4303,2618,2597,946,1008
s0271,111213,4210,3019,3795,3892,4390,4696,5245,5123,6737,5967,6816,6703,7132,6416,5347,5389,5299,5126,4151,4133,2938,2466,1245,978
s1144,112909,3994,3061,4154,3875,4092,4447,5685,5797,6872,7194,7367,7909,6800,7241,5580,5656,4810,5158,3810,4081,1894,2102,659,671
s1133,74964,2027,3522,2468,3109,2359,2471,2868,3288,3458,3395,4385,4242,4973,4541,3548,3873,3822,3328,3243,3168,2277,2339,1079,1181
s1084,51629,0,0,0,0,0,0,108,623,2607,3409,6131,6282,6222,6872,5056,4386,3717,3231,1805,1180,0,0,0,0
s1097,5233,540,337,602,114,446,1,435,0,888,0,527,291,518,0,310,0,200,0,24,0,0,0,0,0
s1272,111773,2834,3603,3789,3404,3986,3799,5584,5608,6468,6775,7427,7535,6985,7758,5773,6313,5189,5485,4082,4061,2079,1941,709,586
s0710,41249,0,0,0,0,7,3,1175,1014,2206,2741,4011,4430,4339,5103,3944,4459,2759,3305,691,1062,0,0,0,0
s1348,134818,3694,4178,4272,4365,5079,5145,6481,6108,7204,7247,8356,8235,8514,8197,7020,7349,6503,6430,5677,5342,3482,3448,1364,1128
s0839,695,0,0,0,0,8,31,239,19,255,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0
s1319,100355,1871,1951,2842,2574,3679,3373,5162,4491,5287,5067,5650,6624,7385,6881,5894,5957,5027,4834,3945,3817,2729,2594,1429,1292
s0927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0544,43232,0,0,0,0,0,0,0,0,0,0,1981,691,3223,2669,3678,3626,4842,4745,4747,5343,2472,3143,859,1213
s0658,133341,2874,2349,3114,2833,3840,3795,5578,6065,6616,7303,7932,7649,9164,8869,7628,8372,6936,7428,6311,6498,4230,4402,1649,1906
s1210,123531,3520,3239,3886,4251,4797,4592,5480,5600,5779,6245,6002,6815,7279,7946,6760,7221,5966,6174,5035,5188,3465,4182,2084,2025
s0210,69396,0,0,0,0,0,0,0,369,1208,2757,3775,5462,7315,8393,6526,6793,5983,5706,4867,4932,2914,2396,0,0
s0285,67029,3351,3012,2584,2594,2653,2954,3265,3837,3944,3854,4004,3521,4100,3914,3439,3199,3357,2959,2207,1842,1223,766,310,140
s0500,98155,0,0,0,0,0,0,0,0,862,707,3513,3202,7661,6695,12167,11779,9992,10689,7713,8132,5851,5194,1711,2287
s0222,44061,0,0,0,0,0,0,0,0,1,0,1157,830,2264,1967,2916,2528,6188,5976,4968,4379,3284,3482,1914,2207
s0816,72508,2522,2688,2293,2286,2415,2446,3036,3557,3635,4321,4318,4324,4405,4688,4152,4355,3581,3693,2570,2900,1516,1701,557,549
s0633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0835,83802,1765,2015,3016,2809,3167,3113,3675,3728,4627,4433,4850,5058,5554,5746,4584,4584,3929,4000,3215,3092,2457,2222,1173,990
s0236,58314,0,0,0,0,0,0,0,0,0,0,602,2624,3153,4348,4054,6105,7669,7631,6324,6209,3757,3471,1215,1152
s1103,36656,0,0,0,0,0,0,0,0,0,0,1152,698,2165,2902,2804,2824,2891,3237,4244,4636,3305,3454,1092,1252
s1008,73382,2216,2403,2915,2967,3104,3184,3699,3761,3853,4392,4452,4848,4503,4543,3816,3919,3471,3492,2129,2505,1304,1433,250,223
s0981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s0944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
